Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Class,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
gerald,~_h,0_8,0,8,5,0.055945158,0.140996933,0.196942091,0.185987711,0.241932869,0.044990778
gerald,h_i,8_9,8,9,5,0.044990778,0.131005287,0.175996065,0.186995506,0.231986284,0.055990219
gerald,i_n,9_14,9,14,5,0.055990219,0.142005205,0.197995424,0.209047556,0.265037775,0.067042351
gerald,n_d,14_4,14,4,5,0.067042351,0.15199995,0.219042301,0.217951059,0.28499341,0.065951109
gerald,p_i,16_9,16,9,6,0.056100845,0.216082335,0.27218318,0.293063641,0.349164486,0.076981306
gerald,i_e,9_5,9,5,6,0.076981306,0.119857073,0.196838379,0.250821352,0.327802658,0.130964279
gerald,e_c,5_3,5,3,6,0.130964279,0.215995073,0.346959352,0.315049648,0.446013927,0.099054575
gerald,c_e,3_5,3,5,6,0.099054575,0.110012054,0.209066629,0.175992012,0.275046587,0.065979958
gerald,e_s,5_19,5,19,6,0.065979958,0.088131905,0.154111862,0.208363295,0.274343252,0.12023139
gerald,s_~,19_0,19,0,6,0.12023139,0.045352459,0.165583849,0.112612724,0.232844114,0.067260265
gerald,~_l,0_12,0,12,6,0.067260265,0.140960455,0.20822072,0.240154982,0.307415247,0.099194527
gerald,l_y,12_25,12,25,6,0.099194527,0.18379879,0.282993317,0.228843927,0.328038454,0.045045137
gerald,y_e,25_5,25,5,6,0.045045137,0.728928804,0.773973942,0.784782648,0.829827785,0.055853844
gerald,k_e,11_5,11,5,3,0.077050209,0.034986496,0.112036705,0.111264706,0.188314915,0.07627821
gerald,e_y,5_25,5,25,3,0.07627821,0.035725594,0.112003803,0.102853775,0.179131985,0.067128181
gerald,y_~,25_0,25,0,3,0.067128181,0.119867086,0.186995268,0.174947739,0.24207592,0.055080652
gerald,~_d,0_4,0,4,3,0.055080652,0.035918713,0.090999365,0.123911619,0.178992271,0.087992907
gerald,d_i,4_9,4,9,3,0.087992907,0.023169279,0.111162186,0.068993807,0.156986713,0.045824528
